citing_paper_id,cited_paper_id,citing_publication_year,cited_publication_year
3375,2787,2021,2002
2781,1815,2012,2007
3540,1261,2020,2000
4487,684,2022,2000
1933,2204,2012,2001
4511,1441,2021,2008
3828,242,2022,2002
1343,1012,2023,2017
2243,1157,2014,2011
6,2214,2004,2004
195,1908,2019,2008
2765,4678,2021,2003
2629,3124,2020,2007
3908,2454,2018,2012
0,4706,2003,2003
4095,246,2021,2019
1791,1685,2004,2004
3261,1689,2023,2012
629,2276,2015,2009
1132,1597,2018,2003
4402,1419,2018,2014
437,2754,2007,2007
2229,3629,2011,2004
4601,1594,2021,2001
4257,2028,2017,2004
4010,1311,2013,2000
4542,536,2009,2003
862,2381,2020,2004
4814,2478,2017,2014
1068,1104,2006,2000
1145,2029,2022,2000
1314,2666,2018,2007
4833,4387,2022,2008
3859,1902,2013,2002
4534,2839,2021,2004
4816,2872,2021,2007
892,3415,2022,2016
4131,3438,2023,2022
4672,1530,2015,2003
736,2566,2016,2006
1427,2783,2014,2014
2411,174,2022,2019
3998,2681,2010,2003
3571,3038,2017,2006
2869,2451,2015,2000
4090,1140,2023,2009
4054,4894,2019,2008
884,2243,2016,2014
2615,2829,2019,2001
1297,2545,2010,2009
318,873,2011,2008
4231,2557,2019,2019
1451,69,2017,2003
2064,1085,2023,2007
48,518,2017,2009
62,402,2017,2001
3181,294,2005,2002
1707,2488,2017,2005
4898,3925,2021,2020
141,762,2014,2009
3877,767,2010,2008
4749,4566,2018,2010
1180,4092,2020,2017
4769,3283,2009,2002
309,3148,2015,2003
2713,2953,2017,2000
2786,3188,2023,2011
1465,2214,2004,2004
4911,3518,2013,2011
101,3331,2004,2017
1432,615,2010,2005
2645,4423,2020,2019
2880,848,2013,2003
4768,198,2013,2001
629,4209,2015,2011
4831,1620,2013,2002
2131,4529,2017,2014
4601,695,2021,2007
3856,1048,2005,2000
4492,2663,2018,2004
3865,745,2003,2002
3369,2592,2019,2014
3052,1065,2008,2017
3309,2007,2020,2013
3154,942,2011,2008
3583,498,2018,2018
4449,2139,2013,2007
1900,753,2007,2004
3913,282,2011,2000
3156,576,2013,2011
3585,2197,2011,2005
426,1159,2019,2003
1353,2537,2013,2010
5,3265,2020,2003
1121,2710,2023,2008
3385,949,2008,2005
3246,3984,2013,2006
4442,3548,2018,2008
3687,2153,2021,2005
4223,2279,2007,2003
2806,2141,2007,2003
1055,753,2013,2004
4153,1041,2014,2014
2782,3758,2021,2020
2147,1020,2007,2012
114,3558,2008,2001
4816,182,2021,2004
4934,93,2019,2012
4595,717,2003,2002
3157,1083,2022,2020
781,4594,2021,2001
2036,358,2014,2000
3638,2334,2007,2004
3090,3893,2023,2004
3229,4475,2008,2003
132,1297,2014,2010
3889,2896,2017,2000
4688,3022,2013,2011
1474,4232,2016,2003
595,1936,2022,2018
4041,994,2021,2018
2127,2139,2022,2007
1297,224,2010,2005
3071,2012,2006,2005
99,4293,2011,2007
2496,3893,2020,2004
679,1177,2014,2000
3675,1148,2016,2010
4300,3414,2019,2013
721,1565,2004,2002
3694,2034,2023,2012
1138,4757,2019,2009
122,1516,2023,2011
4642,4283,2023,2020
2295,1847,2020,2016
79,4866,2007,2006
3105,1519,2004,2002
2560,3900,2006,2001
2342,3779,2012,2000
3187,3896,2011,2000
886,2807,2019,2002
1514,611,2023,2008
1064,1036,2009,2004
1909,4911,2011,2013
4987,4111,2015,2010
4836,807,2018,2017
2220,4976,2011,2003
3058,1158,2015,2011
605,3678,2022,2021
3841,3622,2020,2019
60,4734,2016,2000
3109,2211,2011,2001
730,2787,2023,2002
1466,928,2016,2012
2286,118,2011,2000
1868,4810,2013,2001
497,551,2015,2002
1661,1675,2017,2007
3058,1049,2015,2007
3261,1131,2023,2001
2559,3187,2018,2011
4326,4990,2009,2007
3993,3661,2021,2003
3239,3511,2014,2005
3670,2754,2007,2007
4670,3270,2015,2013
2269,4187,2011,2010
4742,2950,2020,2006
3745,986,2012,2007
4531,4572,2013,2008
1656,1708,2014,2003
2626,158,2019,2006
1473,3487,2020,2011
1293,4998,2023,2015
4265,185,2019,2009
1953,3439,2023,2008
97,137,2023,2022
1609,2156,2016,2008
4660,238,2004,2002
4018,3775,2003,2002
2704,1108,2017,2003
498,3796,2018,2013
2071,3987,2019,2002
3044,3047,2013,2000
2242,774,2018,2000
1918,4719,2019,2012
2911,2476,2014,2009
3391,1851,2021,2017
845,1236,2021,2006
186,2718,2011,2007
2720,4496,2021,2015
2295,4263,2020,2019
894,4807,2023,2022
2225,2611,2022,2002
4396,66,2014,2005
1970,135,2011,2000
1348,2263,2022,2001
921,3395,2016,2005
3760,4628,2011,2005
1220,4746,2016,2012
4492,2249,2018,2018
3120,3873,2014,2001
4252,2153,2017,2005
3622,2289,2019,2009
2467,2849,2022,2005
2647,454,2022,2012
1749,3218,2017,2000
911,2499,2018,2001
4946,3455,2010,2007
2941,4503,2019,2004
1092,1131,2006,2001
3385,2705,2008,2002
4231,1164,2019,2019
3003,306,2015,2000
2959,3179,2013,2005
476,895,2015,2001
4614,3223,2006,2002
3798,3130,2014,2001
499,3171,2015,2000
4715,835,2017,2010
3352,4539,2022,2009
1243,946,2016,2001
2730,667,2017,2014
1759,3712,2010,2000
765,1924,2020,2008
3422,3773,2020,2006
3703,2240,2015,2003
3941,4694,2011,2008
3120,1606,2014,2010
714,4717,2020,2020
1808,2070,2014,2011
1439,2367,2020,2004
1259,3400,2018,2012
1232,2459,2021,2008
1105,2458,2004,2011
3367,3825,2018,2006
3771,2691,2016,2004
1206,3327,2017,2011
1897,2282,2022,2021
4690,4473,2018,2009
876,2796,2014,2007
3438,1257,2022,2017
1725,2808,2015,2009
3338,4492,2018,2018
153,2982,2012,2008
3625,1192,2015,2014
3146,4191,2010,2001
3113,702,2008,2007
4302,1390,2017,2011
4798,4054,2022,2019
4773,1158,2015,2011
3092,1025,2007,2004
1685,1791,2004,2004
3219,3038,2019,2006
3471,3890,2014,2007
1145,2473,2022,2021
4528,1881,2006,2000
4627,4677,2014,2014
3312,3704,2013,2011
3557,551,2006,2002
709,898,2013,2013
1495,4289,2013,2006
4821,82,2018,2007
1215,4718,2019,2010
3556,2179,2023,2010
4762,944,2012,2005
1100,1622,2019,2016
923,341,2019,2016
1894,3137,2014,2010
3489,949,2014,2005
1168,3651,2008,2006
1599,1625,2019,2017
3366,183,2020,2000
763,3144,2018,2004
3332,540,2020,2010
2245,1056,2020,2002
1591,4310,2023,2006
3734,1362,2019,2010
3151,1502,2021,2007
2540,1394,2018,2009
4717,4616,2020,2020
3912,1605,2023,2009
2715,3386,2020,2000
4553,4060,2016,2003
4788,3307,2022,2013
331,4748,2015,2015
4529,1726,2014,2005
4413,1379,2014,2004
2110,3901,2015,2011
891,791,2008,2008
3858,4793,2017,2002
1259,194,2018,2016
4157,3897,2016,2010
4206,614,2017,2016
3000,2966,2019,2011
761,2365,2009,2003
3454,3565,2007,2000
3262,245,2013,2006
1888,2498,2006,2001
3542,848,2011,2003
1785,726,2011,2011
2088,2852,2013,2007
2341,4539,2013,2009
1937,4038,2022,2016
3954,253,2013,2000
103,1124,2018,2014
4457,4156,2016,2000
3856,3615,2005,2005
3277,3736,2022,2016
2083,3903,2020,2003
4296,4262,2013,2012
3898,4231,2019,2019
3293,2904,2018,2000
645,4684,2018,2005
2658,3389,2018,2005
827,3113,2019,2008
4760,3936,2019,2008
274,2252,2018,2015
954,1478,2020,2015
4428,1405,2016,2003
241,1425,2018,2000
1074,4717,2022,2020
4531,4510,2013,2004
3403,3742,2007,2005
3256,1738,2018,2017
2640,4945,2015,2010
3920,1493,2022,2021
3187,43,2011,2008
2837,1972,2023,2023
613,4848,2011,2009
4334,4213,2019,2003
3793,4039,2008,2007
3705,2460,2011,2000
1435,2373,2010,2000
1763,1099,2014,2000
960,1172,2010,2007
2612,4730,2016,2002
1418,4924,2022,2014
1228,3319,2019,2013
3318,1511,2008,2006
870,4586,2016,2014
4562,481,2023,2000
4416,3664,2016,2002
4925,1934,2019,2012
4369,4930,2015,2012
113,1563,2006,2000
3038,3047,2006,2000
2571,466,2019,2004
4291,1107,2022,2000
3837,2255,2016,2013
3021,1374,2020,2003
4797,2948,2004,2003
5,2551,2020,2008
1383,224,2020,2005
3023,3876,2008,2001
2754,2264,2007,2016
867,1095,2011,2009
3309,4249,2020,2006
149,2970,2003,2002
3196,3283,2015,2002
1633,1761,2023,2005
4336,3179,2012,2005
396,376,2013,2000
2994,789,2006,2004
3186,1691,2014,2012
739,3461,2021,2012
3792,722,2022,2014
4244,2342,2019,2012
991,4258,2005,2003
3914,4037,2018,2007
443,806,2022,2001
3150,684,2013,2000
1086,1456,2018,2005
4557,1345,2009,2009
2062,3335,2016,2015
2026,2327,2002,2001
2770,664,2017,2011
4605,4651,2023,2006
2902,4967,2021,2011
954,4856,2020,2012
3810,3043,2015,2005
4995,2047,2011,2000
904,3730,2013,2002
4066,2840,2008,2003
4481,2700,2018,2007
1223,1290,2017,2007
2406,799,2011,2010
1569,4547,2017,2008
1182,1204,2003,2001
1109,2495,2021,2014
4575,4483,2011,2007
1791,2515,2004,2004
1259,236,2018,2005
2019,3100,2002,2002
4599,4864,2020,2016
933,3791,2021,2007
2766,3527,2021,2016
2958,2592,2021,2014
499,718,2015,2005
1925,752,2009,2004
2173,4540,2017,2008
3132,207,2015,2001
3498,2858,2012,2003
3161,4648,2022,2019
756,1244,2020,2012
1086,2573,2018,2003
2941,3929,2019,2000
1166,2380,2009,2001
1329,476,2022,2015
1197,2234,2019,2010
267,1896,2011,2009
4856,1586,2012,2010
3104,909,2018,2005
2358,2243,2018,2014
643,3460,2006,2000
747,935,2020,2014
243,815,2018,2014
3062,1277,2011,2000
4073,1260,2012,2003
3469,3295,2022,2019
2260,1720,2009,2007
1136,2681,2010,2003
734,2899,2017,2016
2990,1034,2020,2002
2320,4901,2022,2013
3634,1362,2012,2010
3858,2154,2017,2008
2088,3066,2013,2005
642,3121,2021,2014
643,3985,2006,2003
3849,376,2009,2000
2233,2958,2022,2021
4282,305,2018,2003
2606,1809,2017,2011
792,2940,2014,2004
2610,527,2016,2002
495,3260,2012,2001
957,2525,2022,2020
2996,2670,2014,2012
3855,2408,2019,2004
2184,676,2020,2018
4868,4365,2016,2004
3696,603,2008,2004
223,3164,2016,2012
4909,4702,2010,2008
3251,647,2008,2002
1463,4158,2016,2015
1813,4842,2016,2008
3101,860,2022,2009
3414,3639,2013,2002
1115,4789,2021,2016
208,392,2021,2000
3857,4006,2013,2011
1873,3642,2019,2012
3266,3537,2020,2012
1674,310,2023,2019
1751,4585,2013,2005
445,3712,2011,2000
999,4847,2011,2002
4629,1437,2016,2008
4009,4323,2009,2001
3382,1670,2023,2007
3059,132,2018,2014
3882,2374,2016,2005
4571,3407,2019,2012
4454,754,2018,2005
2872,4862,2007,2007
933,1857,2021,2000
2578,4641,2019,2018
3471,4547,2014,2008
4059,3105,2020,2004
1596,4259,2019,2000
4115,1484,2014,2008
391,1153,2019,2000
1397,1445,2020,2010
2668,1884,2010,2000
2552,1357,2022,2012
4888,2337,2008,2006
1215,4786,2019,2004
3991,1627,2020,2016
1972,4076,2023,2007
627,464,2018,2015
2700,774,2007,2000
364,2257,2007,2002
2411,1157,2022,2011
2905,4672,2016,2015
2176,3963,2022,2012
1737,4891,2003,2000
1253,4946,2017,2010
4821,3978,2018,2012
4759,3455,2020,2007
1350,384,2017,2002
3431,1882,2016,2008
519,3054,2003,2001
922,705,2012,2008
4074,2161,2021,2012
1355,3586,2007,2005
4300,2510,2019,2013
2359,1574,2003,2000
168,4302,2019,2017
366,3420,2023,2006
3232,3056,2007,2001
4010,721,2013,2004
439,4780,2018,2012
2393,1034,2005,2002
101,2431,2004,2007
688,1465,2004,2004
317,4403,2015,2003
1212,1082,2021,2013
1950,4913,2018,2017
1790,3482,2020,2014
1447,4167,2009,2003
4406,3026,2023,2020
4115,4198,2014,2003
308,364,2020,2007
2287,2586,2023,2004
4590,1739,2015,2003
3382,1540,2023,2022
4265,1863,2019,2018
2201,967,2013,2007
2534,1878,2019,2000
76,66,2013,2005
2747,2261,2022,2003
3233,4852,2022,2000
4838,563,2014,2012
841,100,2016,2007
206,3856,2005,2005
2249,4492,2018,2018
3828,1018,2022,2011
4291,523,2022,2013
3658,1325,2014,2009
3232,3449,2007,2000
1198,2638,2020,2000
2493,2569,2013,2004
1142,1686,2005,2000
2827,2945,2013,2004
4415,993,2006,2003
888,3560,2014,2004
4527,4953,2021,2014
2409,1017,2012,2009
3714,4987,2022,2015
2938,4168,2018,2002
266,385,2015,2015
650,481,2017,2000
1318,614,2017,2016
203,3290,2023,2013
4459,4670,2023,2015
4789,3674,2016,2004
4884,2359,2020,2003
4909,448,2010,2000
3898,4681,2019,2013
4961,1052,2005,2005
4349,1603,2019,2012
4895,4285,2018,2011
3251,4113,2008,2000
380,326,2015,2012
1186,1372,2021,2020
2306,3585,2016,2011
1796,714,2018,2020
908,4774,2017,2000
707,519,2021,2003
2479,644,2016,2009
4132,2670,2021,2012
4803,4322,2015,2003
2176,4556,2022,2002
2685,4691,2018,2013
291,4880,2019,2016
2699,4156,2007,2000
4624,4772,2013,2006
3434,128,2023,2002
2005,3892,2011,2005
3505,266,2015,2015
1123,2822,2023,2021
4660,4018,2004,2003
321,4568,2022,2006
4334,967,2019,2007
2250,2598,2013,2004
4163,250,2011,2006
606,1764,2022,2022
1956,2527,2009,2003
4875,4712,2016,2008
2436,3715,2019,2014
2783,1162,2014,2004
3015,1763,2022,2014
4440,340,2017,2016
360,100,2017,2007
3161,3779,2022,2000
3225,326,2023,2012
1715,1381,2012,2011
2123,2025,2021,2001
2436,4834,2019,2014
3372,3624,2022,2012
4703,4047,2017,2004
3959,1457,2008,2001
2097,3621,2017,2014
2826,2019,2002,2002
3975,2815,2003,2001
2652,2592,2016,2014
1160,4904,2015,2001
3972,346,2014,2002
3747,910,2013,2002
1087,1680,2006,2000
3180,3786,2017,2008
2210,4443,2015,2010
2734,2864,2013,2003
1886,3821,2019,2012
994,236,2018,2005
2853,3900,2006,2001
289,795,2005,2004
395,4968,2015,2006
365,2156,2013,2008
2286,4559,2011,2002
890,1898,2021,2011
2383,1685,2004,2004
4445,4478,2002,2011
567,1706,2016,2006
3750,3023,2017,2008
2828,3313,2013,2008
791,4712,2008,2008
4942,4907,2022,2014
1434,900,2012,2006
2601,464,2020,2015
222,687,2023,2021
550,0,2016,2003
3680,1957,2020,2018
4489,3185,2017,2001
540,2212,2010,2005
3505,3900,2015,2001
1466,289,2016,2005
1774,282,2008,2000
3879,517,2011,2007
1600,1641,2021,2008
182,3554,2004,2003
1038,3592,2017,2004
4943,1271,2003,2000
1184,469,2022,2004
2769,172,2012,2000
1848,1907,2007,2006
3111,4667,2007,2002
3357,2638,2011,2000
3242,62,2020,2017
4301,384,2014,2002
4907,1479,2014,2005
4477,2135,2022,2014
863,1368,2005,2004
3623,2100,2016,2014
4256,2751,2020,2008
429,3553,2022,2021
2495,235,2014,2008
1014,3992,2009,2023
1542,3311,2009,2008
1648,1327,2009,2002
569,375,2019,2007
1819,2276,2019,2009
573,1576,2018,2013
3216,1461,2014,2011
3520,1728,2010,2006
832,2019,2020,2002
987,4597,2018,2018
2723,179,2015,2005
4738,4731,2015,2013
634,2340,2016,2008
1509,3430,2017,2004
3799,1135,2010,2003
4257,3753,2017,2010
3683,1946,2021,2011
2831,2569,2019,2004
4471,1125,2015,2007
870,375,2016,2007
1839,4631,2021,2017
3211,1502,2021,2007
373,4858,2001,2000
3058,532,2015,2001
4688,1875,2013,2009
26,545,2011,2009
1553,1570,2020,2003
3348,2896,2023,2000
790,1014,2016,2009
1442,4274,2007,2001
1745,18,2021,2020
3441,4015,2012,2001
1133,2048,2018,2004
2910,382,2014,2009
1671,3487,2012,2011
4865,547,2020,2008
1021,760,2007,2004
1382,407,2022,2003
1948,486,2005,2004
3070,1189,2016,2007
3636,95,2020,2006
3849,2385,2009,2005
1080,862,2022,2020
4755,4712,2011,2008
4000,2505,2012,2009
3702,618,2018,2012
1194,1225,2020,2016
4394,3427,2015,2008
4620,2923,2009,2002
2571,966,2019,2018
4234,3071,2021,2006
3377,4150,2012,2005
4511,3924,2021,2020
2731,4868,2022,2016
2714,3495,2009,2001
2585,68,2021,2009
101,2383,2004,2004
2928,4784,2012,2008
504,514,2023,2002
2194,3417,2016,2010
3805,2797,2012,2009
1950,4899,2018,2008
2350,2798,2021,2015
4717,2568,2020,2020
2115,1384,2017,2009
1683,3055,2018,2009
4154,3560,2010,2004
1473,3719,2020,2016
3439,3074,2008,2003
4890,4800,2023,2013
3044,3398,2013,2009
2035,636,2022,2012
3308,2312,2010,2003
489,2912,2019,2005
2495,2707,2014,2003
2521,4819,2012,2010
3602,3167,2009,2005
4599,492,2020,2000
696,895,2005,2001
1683,4241,2018,2016
779,2164,2006,2003
2020,4061,2019,2012
2882,3717,2021,2018
2421,447,2019,2000
3025,2067,2017,2014
2606,3135,2017,2002
3270,2150,2013,2008
2325,1686,2002,2000
1660,2189,2015,2014
87,1604,2014,2013
2224,3390,2015,2005
3210,1056,2015,2002
2692,4155,2021,2011
587,2841,2020,2014
3181,2215,2005,2004
4025,3881,2016,2014
3871,1017,2022,2009
2772,696,2020,2005
4565,2996,2021,2014
3021,4403,2020,2003
1035,1168,2016,2008
1477,4505,2021,2016
2525,3643,2020,2018
2485,2956,2023,2005
3638,4123,2007,2017
2636,3775,2008,2002
2955,3235,2003,2002
3157,1207,2022,2001
4179,2372,2021,2007
3685,2171,2014,2005
3270,3820,2013,2001
1578,3222,2008,2001
1914,152,2019,2006
2280,400,2019,2014
1175,850,2010,2003
2553,3268,2018,2002
898,1252,2013,2014
2416,4651,2011,2006
1304,1380,2013,2005
3840,1438,2012,2001
1200,769,2002,2000
2601,1192,2020,2014
409,2517,2019,2002
4674,4682,2009,2002
4360,1770,2008,2003
921,2904,2016,2000
2790,4957,2022,2008
4792,3677,2015,2003
694,1097,2015,2014
1993,1733,2012,2004
2569,392,2004,2000
4026,58,2011,2002
1315,1715,2015,2012
908,4094,2017,2014
4627,2783,2014,2014
4796,1932,2014,2011
336,3684,2015,2012
1838,1664,2021,2015
4184,1000,2018,2014
2805,4412,2003,2000
816,4308,2022,2018
2958,2061,2021,2004
994,1646,2018,2001
3956,4214,2011,2004
3993,2327,2021,2001
910,4948,2002,2001
4516,3785,2014,2014
4304,3086,2012,2008
3142,1929,2022,2021
302,1159,2008,2003
2220,4280,2011,2010
1701,3937,2022,2020
4987,1960,2015,2014
3933,4594,2016,2001
1398,4297,2013,2003
4644,4075,2010,2003
2362,3530,2006,2005
220,1816,2022,2014
4962,285,2019,2010
4512,112,2023,2008
2938,3707,2018,2005
3161,923,2022,2019
2135,652,2014,2007
490,1126,2009,2004
953,3620,2021,2012
122,3294,2023,2014
2845,628,2023,2007
905,361,2010,2009
2287,656,2023,2002
2494,972,2008,2001
285,1034,2010,2002
4055,4361,2011,2004
86,0,2017,2003
4731,3777,2013,2003
2533,3345,2013,2002
4030,2459,2010,2008
413,867,2021,2011
4985,4851,2010,2009
820,2544,2004,2001
1406,2129,2018,2010
4158,1799,2015,2000
4013,3222,2005,2001
193,1582,2016,2003
498,3923,2018,2022
4094,761,2014,2009
3020,424,2018,2005
4387,1560,2008,2006
2254,3646,2019,2013
2018,2275,2023,2016
2990,3281,2020,2013
4666,2016,2017,2014
1416,26,2021,2011
2846,2265,2021,2012
3847,3724,2022,2018
2503,3330,2019,2013
1872,2204,2021,2001
393,2577,2007,2004
203,3255,2023,2017
2483,125,2012,2011
4686,3938,2022,2019
4988,1636,2007,2003
2749,3004,2016,2006
2864,2500,2003,2002
164,2610,2020,2016
241,4546,2018,2004
590,3252,2011,2002
244,304,2019,2000
188,1052,2014,2005
1180,4517,2020,2018
162,3902,2009,2003
112,3386,2008,2000
3295,2058,2019,2014
1350,3304,2017,2000
4478,1785,2011,2011
1817,1759,2013,2010
2662,3918,2022,2000
3339,2710,2011,2008
1603,2679,2012,2007
3326,2563,2015,2000
677,4631,2019,2017
4902,325,2018,2005
1367,4908,2022,2002
3240,2408,2020,2004
4597,3185,2018,2001
2205,1597,2013,2003
368,4026,2014,2011
2961,4960,2019,2012
160,377,2021,2008
443,1732,2022,2014
3448,3943,2012,2009
2586,3378,2004,2002
4642,3187,2023,2011
4644,1480,2010,2007
3274,2193,2023,2016
4290,3873,2014,2001
1462,4401,2016,2000
1451,4465,2017,2007
2111,2819,2017,2008
3975,3477,2003,2000
1606,4046,2010,2001
0,519,2003,2003
952,2379,2020,2016
3886,1254,2016,2001
796,3732,2020,2008
4834,4247,2014,2002
909,3865,2005,2003
1968,3900,2004,2001
1656,2751,2014,2008
3593,1580,2023,2016
1655,876,2023,2014
4399,3304,2005,2000
3122,4296,2015,2013
2713,258,2017,2002
3860,375,2019,2007
4654,3958,2022,2006
4008,4073,2020,2012
1038,4141,2017,2005
1211,3054,2018,2001
1609,3654,2016,2000
4376,887,2021,2014
1021,3676,2007,2004
184,1835,2018,2008
2710,277,2008,2002
824,841,2016,2016
1593,3427,2012,2008
4467,4120,2015,2014
485,3842,2002,2018
608,4466,2017,2012
147,4706,2003,2003
989,4718,2011,2010
4017,4370,2016,2014
2445,885,2011,2002
3994,1737,2021,2003
4485,1479,2013,2005
3299,4818,2020,2016
343,4155,2013,2011
4083,2039,2022,2002
1133,1396,2018,2016
2645,3174,2020,2001
3012,4820,2017,2009
4889,4572,2023,2008
2216,3972,2014,2014
3886,1134,2016,2003
2590,98,2021,2000
3391,1370,2021,2005
724,2008,2009,2001
1721,3521,2001,2000
3673,4422,2007,2005
2224,652,2015,2007
1666,3898,2019,2019
3017,1977,2023,2003
0,147,2003,2003
3503,2420,2021,2007
4914,2657,2018,2012
3753,2155,2010,2000
1833,1177,2019,2000
2728,3670,2007,2007
1012,3816,2017,2009
4002,544,2021,2003
3104,212,2018,2000
1084,2836,2007,2005
2772,4510,2020,2004
738,1234,2020,2007
3466,1735,2022,2003
187,3464,2023,2007
4545,1366,2005,2001
4477,342,2022,2011
2592,4470,2014,2011
1000,4006,2014,2011
4799,664,2012,2011
3948,1436,2006,2001
3100,1216,2002,2002
2457,660,2020,2000
2740,486,2011,2004
262,3222,2019,2001
2602,1764,2022,2022
686,1247,2021,2018
1794,4726,2019,2003
961,4222,2023,2022
1834,373,2003,2001
921,1755,2016,2002
909,1614,2005,2004
2118,3339,2022,2011
610,2714,2011,2009
677,4094,2019,2014
2880,1885,2013,2012
2280,2481,2019,2005
2855,1409,2009,2007
2626,1973,2019,2017
598,3530,2012,2005
3075,3537,2013,2012
3069,1834,2018,2003
526,3681,2017,2001
550,2459,2016,2008
3546,1161,2011,2003
3152,2323,2018,2014
27,1962,2021,2006
4973,3869,2022,2017
4550,4260,2019,2017
3792,4460,2022,2020
2756,2369,2020,2003
4805,1560,2012,2006
10,206,2005,2005
4963,4974,2016,2002
4335,4037,2022,2007
3782,2308,2012,2003
4898,2626,2021,2019
1626,637,2017,2003
4093,3153,2022,2022
403,4490,2022,2015
1276,3948,2007,2006
2075,3942,2008,2004
3838,2012,2008,2005
2905,2783,2016,2014
4532,47,2022,2013
4769,2046,2009,2008
4913,3010,2017,2004
2835,1270,2022,2001
174,2764,2019,2010
1465,2604,2004,2004
4263,4430,2019,2015
3324,3449,2015,2000
357,2606,2022,2017
370,1469,2022,2015
579,4482,2011,2004
4091,2592,2019,2014
4177,1588,2022,2006
3913,934,2011,2001
1253,2491,2017,2006
596,1541,2015,2002
4138,184,2020,2018
1478,4468,2015,2002
2598,3328,2004,2002
426,1316,2019,2018
4074,3527,2021,2016
2981,422,2011,2006
2383,1791,2004,2004
143,3659,2009,2001
220,3227,2022,2006
1702,1728,2009,2006
2612,4891,2016,2000
4712,2180,2008,2000
989,4390,2011,2009
3901,1759,2011,2010
2157,1853,2015,2014
3152,4633,2018,2017
4775,4315,2016,2002
4020,1498,2009,2006
4773,267,2015,2011
814,1063,2023,2012
2190,433,2020,2012
3153,4093,2022,2022
4124,133,2016,2013
3942,2279,2004,2003
4686,1555,2022,2015
3867,2295,2022,2020
485,3361,2002,2008
3481,623,2018,2001
101,1685,2004,2004
236,3338,2005,2018
1516,4661,2011,2010
2393,3616,2005,2003
3009,2336,2013,2002
2576,2067,2017,2014
898,3508,2013,2013
4116,2547,2019,2010
3534,196,2017,2011
2883,1783,2023,2019
1092,3806,2006,2001
614,1282,2016,2007
310,4830,2019,2010
6,688,2004,2004
2020,1090,2019,2005
3403,1438,2007,2001
4633,3078,2017,2014
4357,4365,2018,2004
3095,2829,2009,2001
4918,2559,2021,2018
1216,3100,2002,2002
1729,4278,2009,2003
3125,3174,2017,2001
3292,4710,2022,2003
3514,1879,2007,2001
236,1254,2005,2001
95,4812,2006,2005
4630,754,2009,2005
824,672,2016,2010
2537,4634,2010,2002
1837,196,2015,2011
2961,3523,2019,2012
4587,3673,2009,2007
1173,2591,2008,2005
1749,1545,2017,2012
400,3065,2014,2007
4236,1501,2019,2019
2436,1723,2019,2012
3392,2237,2017,2014
3843,2359,2020,2003
1344,2052,2016,2011
3713,224,2023,2005
740,2335,2016,2014
558,3480,2022,2004
3423,1440,2016,2008
4671,2494,2017,2008
1124,3601,2014,2010
2697,2546,2015,2001
4577,1047,2019,2002
4862,2872,2007,2007
4163,4784,2011,2008
4674,3419,2009,2000
1625,906,2017,2014
3321,113,2008,2006
4717,4142,2020,2020
4918,991,2021,2005
4404,1250,2016,2013
3063,841,2023,2016
3769,3790,2017,2001
29,2732,2016,2008
4333,64,2023,2003
2061,655,2004,2000
2152,3743,2017,2002
3971,675,2021,2002
4284,4237,2002,2001
2430,4927,2019,2012
3638,2872,2007,2007
734,4277,2017,2008
1672,1028,2018,2008
3465,0,2013,2003
4424,1850,2019,2017
2284,3574,2021,2014
693,448,2009,2000
2470,2351,2021,2006
2437,1299,2005,2003
4581,3796,2020,2013
3775,3460,2002,2000
4761,3909,2023,2016
3389,1320,2005,2000
3941,655,2011,2000
4011,2366,2012,2007
4712,3052,2008,2008
261,3657,2015,2012
1937,426,2022,2019
2920,4594,2019,2001
1785,4478,2011,2011
3931,169,2011,2010
1392,3201,2020,2002
1016,437,2022,2007
1577,2624,2014,2002
1312,3595,2022,2002
4171,3065,2011,2007
4662,4098,2015,2011
68,4087,2009,2008
1122,2728,2019,2007
4532,2364,2022,2013
2132,3216,2017,2014
1996,4488,2020,2002
3104,2755,2018,2012
2946,4200,2003,2000
1146,3093,2014,2011
2806,3068,2007,2002
1684,4405,2015,2008
184,4731,2018,2013
3015,171,2022,2006
3639,1336,2002,2001
1753,4130,2011,2010
227,841,2016,2016
2935,4812,2009,2005
3870,639,2011,2005
4997,3722,2014,2013
3306,3057,2019,2015
4616,714,2020,2020
4092,4643,2017,2016
2707,3820,2003,2001
552,1980,2015,2003
3417,46,2010,2003
3489,804,2014,2005
187,2662,2023,2022
3630,4508,2008,2004
2601,1559,2020,2009
2937,2818,2013,2012
103,38,2018,2002
3986,4316,2017,2004
3713,2332,2023,2021
1542,4,2009,2007
1316,3578,2018,2005
2921,680,2009,2008
2604,3949,2004,2008
1146,1585,2014,2004
2004,2216,2014,2014
1469,1828,2015,2014
2602,3153,2022,2022
2457,1290,2020,2007
3509,3056,2020,2001
4425,2053,2020,2000
1304,176,2013,2008
3031,837,2022,2015
1145,994,2022,2018
4670,2142,2015,2000
560,1923,2011,2002
3640,566,2009,2008
1791,2383,2004,2004
976,2337,2014,2006
3488,2206,2018,2008
807,2119,2017,2007
3179,3902,2005,2003
4516,4627,2014,2014
1592,2751,2010,2008
4628,1834,2005,2003
370,4954,2022,2015
497,2956,2015,2005
2731,4039,2022,2007
2786,4364,2023,2017
2066,305,2023,2003
2973,2584,2023,2004
260,1047,2015,2002
