citing_paper_id,cited_paper_id,citing_publication_year,cited_publication_year
4492,2663,2018,2020
3635,927,2021,2008
91,3046,2008,2001
781,4594,2021,2001
71,4722,2017,2006
1756,4164,2019,2005
1146,292,2014,2002
2728,1890,2007,2007
2043,2303,2009,2007
4973,1598,2022,2007
1536,989,2012,2011
1592,4797,2010,2004
2552,2970,2022,2002
4302,2062,2017,2016
2525,4614,2023,2023
4188,4557,2010,2009
1121,4803,2023,2015
707,1520,2021,2004
3784,334,2007,2000
3011,2451,2020,2000
4607,134,2003,2002
1473,213,2020,2018
1492,117,2020,2001
905,361,2010,2009
2379,38,2016,2002
4474,4690,2019,2018
1633,1779,2023,2019
3571,3038,2017,2006
738,4502,2020,2010
1469,1604,2015,2013
2974,2204,2020,2020
668,3071,2020,2006
4138,2663,2020,2020
2198,1890,2007,2007
3256,1738,2018,2017
4416,1413,2016,2006
2834,4250,2018,2013
3037,655,2008,2000
739,1928,2021,2017
1211,3361,2004,2008
1596,4259,2019,2000
3848,434,2022,2017
1738,4319,2017,2014
4370,643,2014,2006
1936,1362,2018,2010
4157,2903,2016,2012
4377,4751,2020,2003
3151,2533,2021,2013
3844,1603,2018,2012
1891,1890,2007,2007
3986,3595,2017,2002
2808,2840,2013,2003
2905,2952,2016,2002
2097,128,2007,2002
278,194,2019,2016
3653,2879,2018,2016
3808,745,2018,2002
3161,1166,2022,2009
1833,2324,2019,2016
1453,3730,2011,2002
4130,2679,2010,2007
2862,660,2022,2000
2190,4214,2020,2004
2280,512,2019,2004
690,4133,2022,2000
3635,4145,2021,2013
90,4755,2012,2011
2411,1157,2022,2011
3531,4362,2020,2012
379,4254,2021,2019
2784,4452,2004,2003
4865,198,2020,2001
308,364,2020,2007
2353,761,2016,2009
1058,4955,2004,2003
3204,3024,2008,2000
3596,4415,2010,2006
824,672,2016,2010
3455,4316,2007,2004
2132,3216,2017,2014
3680,4738,2020,2015
4856,1586,2012,2010
1569,4676,2017,2005
3759,2256,2015,2014
1092,363,2006,2002
602,672,2013,2010
4066,4968,2008,2006
2342,3779,2012,2000
4428,2717,2016,2011
3526,4252,2020,2017
2004,3402,2009,2002
3860,375,2019,2007
4670,3270,2015,2013
3296,2334,2013,2004
3249,1960,2015,2014
2291,4323,2012,2001
939,813,2011,2000
2294,4970,2021,2005
4505,3289,2016,2006
1424,1768,2023,2013
2549,2909,2023,2015
1929,3659,2021,2001
4990,346,2007,2002
4254,3743,2019,2002
3923,328,2022,2021
4175,1185,2018,2000
4599,4864,2020,2016
3530,3676,2013,2004
3182,3797,2018,2003
3921,3778,2009,2004
433,2935,2012,2009
1864,1998,2023,2000
4331,4837,2022,2021
2413,2369,2009,2003
1448,3779,2006,2000
4670,673,2015,2004
2778,3073,2022,2019
4429,1193,2011,2008
3719,4237,2016,2001
194,3761,2016,2001
2513,1308,2015,2006
2204,2663,2020,2020
3369,3610,2019,2004
2650,1259,2021,2018
3163,3054,2020,2001
1683,3055,2018,2009
3346,1195,2016,2008
472,2043,2013,2009
3287,2855,2019,2009
641,3566,2011,2000
2983,1721,2012,2001
828,4158,2023,2015
4508,688,2014,2002
765,1924,2020,2008
309,2710,2015,2008
3356,2419,2021,2011
3489,3518,2014,2011
3458,1962,2011,2006
4057,4319,2015,2014
380,326,2015,2012
3145,3802,2015,2002
922,4706,2012,2001
170,1454,2022,2002
768,4405,2013,2008
1569,1558,2017,2014
220,798,2022,2001
3016,4328,2004,2002
2108,4950,2012,2008
1580,453,2016,2007
1000,3942,2014,2004
1253,2299,2017,2014
4002,2057,2021,2003
1967,3696,2004,2008
2496,3893,2020,2004
4336,2497,2012,2002
55,3241,2011,2002
4809,4104,2020,2010
1759,1508,2010,2002
4421,4313,2005,2003
2415,2659,2015,2004
3205,3113,2018,2008
4057,3609,2015,2004
2604,4911,2020,2013
420,2010,2011,2004
595,4674,2022,2009
3325,4919,2014,2014
1633,4307,2023,2015
428,2499,2002,2001
2808,2838,2013,2013
3556,2796,2023,2007
3529,4160,2016,2012
426,2726,2019,2009
1033,1274,2022,2017
4686,891,2022,2013
2675,282,2016,2000
349,467,2023,2021
1894,3137,2014,2010
2909,2391,2015,2002
3028,3050,2008,2004
4074,2161,2021,2012
43,746,2008,2000
4111,3185,2010,2001
3034,1580,2023,2016
311,3179,2023,2005
85,1136,2012,2010
4005,4969,2020,2008
4660,4018,2004,2003
1751,3812,2013,2007
209,870,2022,2016
132,2136,2014,2007
2478,3221,2011,2011
381,3628,2015,2015
111,1107,2019,2019
2051,675,2010,2002
4002,523,2021,2013
1502,3578,2008,2008
4352,2898,2021,2019
1146,4412,2014,2000
4265,30,2022,2009
3529,4030,2016,2010
4688,3022,2013,2011
3735,1449,2012,2002
4932,4522,2021,2006
2912,1396,2018,2018
4888,2337,2008,2006
2457,1570,2014,2014
1149,3221,2011,2011
3663,2665,2016,2012
4779,3658,2018,2019
4724,3153,2005,2005
349,3468,2023,2014
52,3359,2019,2014
2777,1530,2018,2003
3769,3790,2017,2001
3668,879,2023,2015
3285,3424,2018,2009
3578,1219,2008,2000
3519,4891,2002,2000
4250,4790,2013,2011
3369,849,2019,2007
1150,1589,2019,2019
827,3113,2019,2008
267,2429,2011,2004
4835,1021,2021,2007
2233,1223,2022,2017
4761,3284,2023,2009
3233,2047,2022,2000
4348,1366,2020,2001
1918,4719,2019,2012
2009,1850,2022,2017
2730,2630,2017,2009
3563,2249,2004,2001
1790,4699,2020,2000
4037,1832,2014,2011
414,1376,2010,2005
4264,547,2019,2008
1060,2622,2018,2017
2337,1179,2006,2004
4707,1043,2010,2008
3993,2327,2021,2001
1784,4850,2021,2014
2943,2526,2020,2001
3514,3910,2007,2005
2091,2855,2019,2009
4003,1370,2021,2005
4813,2545,2011,2009
2713,258,2017,2002
2037,111,2010,2019
1002,4274,2013,2001
3116,1350,2020,2017
538,2533,2017,2013
557,3913,2023,2011
2017,1985,2013,2005
3021,1374,2020,2003
3249,3628,2015,2015
2766,4519,2021,2004
3688,4112,2020,2010
979,4389,2016,2010
2942,1543,2016,2001
3053,313,2015,2006
4435,580,2004,2008
1589,3013,2019,2004
2663,2080,2020,2020
4184,434,2018,2017
4241,4096,2016,2008
823,1146,2023,2014
597,103,2018,2018
3424,2023,2009,2005
2738,3712,2019,2000
68,96,2009,2008
3871,1017,2022,2009
4359,2039,2014,2002
1503,2281,2017,2003
4127,179,2019,2005
1804,343,2016,2013
4713,1977,2004,2003
3487,2764,2011,2010
5,4144,2020,2017
152,2204,2006,2020
2205,1024,2013,2000
3735,2260,2012,2009
4760,3936,2019,2008
3112,316,2023,2000
5,408,2020,2016
658,4247,2016,2002
11,3082,2023,2014
89,3247,2023,2003
885,161,2002,2001
1984,1686,2003,2000
4528,3794,2006,2001
1160,2853,2015,2006
3233,1817,2022,2013
2897,3555,2017,2000
617,4389,2013,2010
374,2442,2016,2000
1434,1753,2012,2011
3348,318,2023,2011
360,100,2017,2007
1797,4716,2004,2001
309,87,2015,2014
3051,4123,2003,2003
811,1412,2019,2016
3246,4820,2013,2009
1805,3653,2023,2018
4139,4992,2013,2001
3993,247,2021,2008
2880,4650,2013,2007
1514,1709,2023,2001
980,1839,2023,2021
2176,1165,2022,2007
1371,4,2017,2007
3424,4415,2009,2006
633,4048,2019,2005
2016,3329,2014,2010
1655,758,2023,2004
3461,1588,2012,2006
1465,3716,2022,2010
184,4613,2018,2003
2620,2222,2019,2014
1722,2499,2023,2001
1118,3337,2014,2004
605,3678,2022,2021
3200,2915,2020,2010
4406,4709,2023,2007
2453,237,2017,2015
3496,2560,2018,2006
1627,2952,2016,2002
2071,4588,2019,2008
4148,3403,2012,2007
957,2523,2022,2001
607,2800,2010,2000
792,2940,2014,2004
3375,2787,2021,2002
1466,289,2016,2005
1996,4488,2020,2002
3615,4475,2005,2003
4602,1309,2018,2009
929,212,2017,2000
4775,1356,2016,2001
1853,2200,2014,2007
4023,4278,2014,2003
837,1085,2015,2007
1463,4158,2016,2015
419,4068,2011,2007
1541,951,2011,2000
3844,4061,2018,2012
2899,1758,2016,2006
4914,3725,2018,2014
2461,3629,2010,2004
4932,3837,2021,2016
928,1246,2004,2004
3529,2158,2016,2016
955,108,2005,2000
2610,4168,2016,2002
4725,433,2023,2012
838,2027,2010,2004
1293,3333,2023,2020
4071,3224,2023,2007
4813,1638,2011,2004
1527,1629,2014,2002
4116,4701,2019,2004
4435,1211,2004,2004
2763,1620,2011,2002
1407,3139,2020,2005
2045,480,2011,2003
1995,4767,2007,2003
3221,2478,2011,2011
3503,3028,2021,2008
4198,882,2003,2000
3901,2468,2011,2005
2735,1690,2017,2010
909,1614,2005,2004
2700,4919,2014,2014
2091,2793,2019,2014
4777,1172,2008,2007
2059,1128,2004,2003
1476,1754,2004,2003
4968,3587,2006,2000
2632,1865,2022,2008
4013,3235,2005,2002
3380,4700,2005,2005
1737,4891,2003,2000
1933,2204,2012,2020
880,2676,2016,2004
1367,4908,2022,2002
445,3712,2011,2000
3081,580,2020,2008
4007,3184,2014,2010
3073,2749,2019,2016
322,351,2021,2013
2670,2599,2012,2000
3191,1480,2023,2007
3578,3095,2008,2008
4954,4393,2015,2003
2603,4941,2012,2007
2817,1538,2015,2011
1701,3937,2022,2020
2466,3447,2017,2013
3116,3690,2020,2010
917,3743,2016,2002
2160,2098,2016,2016
2323,4929,2014,2008
4406,3240,2023,2020
3593,3686,2023,2011
133,1017,2013,2009
797,2380,2013,2001
3584,931,2023,2003
4118,2781,2023,2012
3632,1651,2012,2007
1079,761,2014,2009
1465,4574,2022,2019
554,3500,2017,2013
4030,490,2010,2009
2157,4436,2015,2002
4656,3447,2019,2013
2198,2519,2007,2007
3711,2661,2010,2000
295,2946,2017,2003
1100,688,2019,2002
4919,834,2014,2014
3282,4858,2018,2000
3176,651,2023,2023
762,359,2009,2002
622,4542,2017,2009
3726,1434,2014,2012
1217,1046,2020,2002
3713,2332,2023,2021
241,1425,2018,2000
907,112,2012,2008
3331,1703,2017,2009
3288,4708,2012,2005
3022,1643,2011,2002
2971,4941,2022,2007
1831,1267,2016,2009
2625,3592,2008,2004
3889,4691,2017,2013
1242,188,2018,2014
2967,873,2009,2008
4656,1594,2019,2001
1722,3439,2023,2008
2093,2371,2017,2008
321,4568,2022,2006
585,3458,2014,2011
1232,4831,2021,2013
3209,3013,2022,2004
2587,3349,2022,2000
980,3242,2023,2020
741,3250,2012,2006
1313,1630,2020,2002
1246,850,2004,2004
3662,1182,2018,2003
2088,2852,2013,2007
1371,4166,2017,2015
1222,4728,2021,2000
2922,1663,2017,2004
3186,1691,2014,2012
1174,1350,2021,2017
3569,1854,2018,2005
3701,4470,2018,2011
2088,1665,2013,2012
2005,3892,2011,2005
3628,164,2015,2015
1751,867,2013,2011
3472,3393,2019,2016
2452,4628,2022,2005
1431,4124,2019,2016
3442,4473,2010,2009
2841,1335,2014,2008
3465,0,2013,2006
4154,3560,2010,2004
541,1450,2023,2002
1762,4778,2014,2005
2387,3004,2017,2006
192,4010,2019,2013
396,376,2013,2000
510,3563,2018,2004
3341,43,2020,2008
4285,2751,2011,2008
4490,4066,2015,2008
2123,2025,2021,2001
140,1920,2008,2003
2002,706,2015,2003
3875,2976,2023,2015
1083,1981,2020,2001
763,3144,2018,2004
4301,384,2014,2002
1779,710,2019,2000
738,651,2020,2023
4038,3009,2016,2013
3124,758,2007,2004
132,4634,2014,2002
1138,4757,2019,2009
4897,2925,2018,2010
3814,4651,2022,2006
1568,737,2023,2010
112,4524,2008,2000
4402,1419,2018,2014
435,3770,2009,2007
1513,762,2013,2009
460,4221,2021,2001
1808,2070,2014,2011
3655,1680,2023,2000
1967,928,2004,2004
4450,4700,2005,2005
1065,1792,2017,2015
2741,2758,2018,2013
4004,2307,2009,2004
3578,4929,2008,2008
111,3658,2019,2019
4087,1205,2008,2006
4338,4976,2020,2003
222,687,2023,2021
615,4051,2005,2000
757,2480,2022,2009
103,1396,2018,2018
3708,2227,2022,2013
3830,3543,2023,2001
3088,674,2016,2003
3452,644,2018,2009
1864,3338,2023,2002
27,1221,2021,2010
933,1857,2021,2000
2236,2014,2015,2008
3588,4239,2003,2000
4693,93,2016,2012
4642,3187,2023,2011
3859,186,2013,2011
4725,1250,2023,2013
954,1478,2020,2015
391,2357,2019,2013
3471,4885,2014,2010
595,1936,2022,2018
3503,4221,2021,2001
736,2566,2016,2006
2445,2978,2011,2009
1664,2308,2015,2003
569,375,2019,2007
3307,553,2013,2003
52,59,2019,2013
1957,3252,2018,2002
1020,783,2012,2002
1761,1624,2005,2002
2058,3928,2014,2004
2837,3623,2023,2016
634,2340,2016,2008
471,2179,2016,2010
1080,2510,2022,2013
3084,2856,2019,2005
1715,4575,2012,2011
2831,2569,2019,2004
3813,3756,2016,2009
4691,4506,2013,2005
3441,527,2012,2002
3577,1112,2016,2004
3372,4274,2022,2001
170,3958,2022,2006
2054,1437,2021,2008
831,2204,2005,2020
3333,2244,2020,2003
4953,3265,2014,2003
1442,4274,2007,2001
3622,2289,2019,2009
3441,4015,2012,2001
1224,4495,2020,2019
2132,1391,2017,2012
2772,1875,2020,2009
24,2580,2020,2006
2634,666,2016,2012
1814,162,2020,2009
1014,3992,2009,2007
2951,313,2017,2006
3334,536,2004,2003
3582,648,2015,2012
1071,1986,2018,2004
694,1097,2015,2014
1304,2005,2013,2011
1875,3138,2009,2007
2332,4357,2021,2018
1149,1177,2011,2000
576,3416,2011,2007
3399,2575,2022,2022
1100,2716,2019,2003
730,2515,2023,2013
4371,458,2021,2006
352,907,2020,2012
1049,3027,2007,2003
2522,2996,2020,2014
3212,4739,2016,2004
908,4311,2017,2013
3877,767,2010,2014
797,1072,2013,2005
2731,4039,2022,2007
1404,854,2020,2017
2443,826,2020,2016
2592,116,2014,2011
937,306,2007,2000
4138,2080,2020,2020
3865,1607,2003,2001
222,479,2023,2006
2778,4301,2022,2014
3595,207,2002,2001
3603,2415,2015,2015
2992,1157,2017,2011
930,2847,2014,2002
2150,696,2008,2005
4986,4286,2021,2018
3136,4646,2017,2009
2037,2381,2010,2004
3183,3215,2011,2010
2201,967,2013,2007
2825,201,2011,2004
1863,2956,2018,2005
4291,523,2022,2013
2768,2046,2021,2008
336,797,2015,2013
403,1555,2022,2015
3028,3578,2008,2008
1634,664,2014,2011
2562,3105,2015,2004
1934,1417,2012,2001
309,2758,2015,2013
2410,2220,2014,2011
2531,1438,2011,2001
3244,4660,2013,2004
883,268,2007,2004
2026,3515,2002,2001
1012,3725,2017,2014
928,1440,2004,2008
2588,1185,2001,2000
4106,2259,2020,2015
932,4619,2014,2000
1211,4920,2004,2004
2204,2080,2020,2020
2076,4916,2004,2001
2698,359,2016,2002
3292,4710,2022,2003
89,2442,2023,2000
4016,223,2021,2016
2284,3574,2021,2014
3415,2206,2016,2008
2783,373,2010,2001
1051,3893,2007,2004
898,1252,2023,2014
3867,259,2022,2006
124,1531,2002,2002
540,688,2010,2002
3578,1502,2008,2008
3391,372,2021,2009
3173,3059,2019,2018
1244,1539,2012,2001
1805,2110,2023,2015
4267,848,2010,2003
3750,876,2017,2014
2791,1939,2006,2003
2873,4360,2023,2008
2692,1099,2021,2000
1115,2457,2021,2014
3369,2592,2019,2014
4749,4566,2018,2010
1493,1104,2021,2000
834,4919,2014,2014
2358,4048,2018,2005
2064,4937,2023,2018
2715,1584,2020,2004
286,983,2016,2001
1180,3358,2020,2013
875,3907,2021,2012
1348,1326,2022,2001
3015,1763,2022,2014
3604,435,2017,2009
1877,332,2017,2000
4919,3325,2014,2014
4703,1902,2017,2002
657,4417,2012,2001
1942,3379,2022,2021
3098,767,2014,2014
4949,2495,2016,2014
1840,929,2020,2017
2552,1365,2022,2012
1012,3095,2017,2008
2245,3759,2020,2015
360,3405,2017,2002
1528,4076,2023,2007
2239,3403,2014,2007
3120,167,2014,2011
4092,4643,2017,2016
3333,596,2020,2015
4939,4979,2021,2020
3300,264,2003,2001
2697,2048,2015,2004
2160,4786,2016,2004
4804,4019,2022,2013
1013,4459,2023,2018
3113,3440,2008,2006
994,1646,2018,2001
72,830,2011,2001
904,788,2013,2011
1466,1927,2016,2010
2533,3345,2013,2002
4518,3121,2021,2007
4834,3229,2014,2008
4235,4797,2023,2004
1152,2039,2017,2002
3404,3624,2013,2012
3452,3895,2018,2010
2859,300,2012,2002
193,1582,2016,2003
498,3923,2023,2022
2627,2394,2005,2001
11,2846,2023,2021
608,397,2017,2011
4490,3060,2015,2006
2590,594,2021,2020
2715,3386,2020,2000
1942,2206,2022,2008
4257,58,2017,2002
3008,3737,2023,2016
3570,1126,2009,2004
1268,536,2018,2003
3634,1362,2012,2010
4837,2938,2021,2018
699,763,2020,2018
2270,2097,2007,2007
2733,4242,2007,2002
4359,4519,2014,2004
2690,1046,2004,2002
2893,1445,2022,2010
2457,4663,2014,2001
1137,1939,2004,2003
4979,1538,2020,2011
3933,4594,2016,2001
840,3304,2014,2000
3064,3204,2014,2008
4910,997,2020,2019
3679,4827,2018,2001
1544,4081,2022,2012
2864,2500,2003,2002
4535,499,2023,2015
2329,4873,2022,2002
4846,3878,2018,2008
3569,4824,2018,2014
929,188,2017,2014
921,1755,2016,2002
3949,553,2008,2003
4280,965,2010,2002
3897,4385,2010,2009
3152,3126,2018,2009
2658,3753,2018,2010
2765,994,2021,2018
1817,1759,2013,2010
3719,4323,2016,2001
2972,999,2013,2011
2937,236,2013,2005
2766,245,2021,2006
4832,2808,2013,2013
1294,2600,2013,2012
2631,2338,2012,2010
3339,2710,2011,2008
4542,536,2009,2003
101,3331,2023,2017
1581,207,2023,2001
4832,2838,2013,2013
1477,3628,2021,2015
1841,1220,2020,2016
816,3095,2022,2008
4378,3258,2021,2005
122,2047,2023,2000
2958,4347,2021,2005
4179,2372,2021,2007
263,3876,2016,2001
2441,3056,2006,2001
4962,285,2019,2010
4884,1718,2020,2008
3074,830,2003,2001
1575,704,2020,2004
4402,2740,2018,2011
4376,229,2021,2005
2755,4155,2012,2011
4320,2453,2023,2017
4170,4507,2023,2000
903,2700,2022,2014
2055,3114,2019,2003
4717,4410,2021,2006
2466,2198,2017,2007
400,2065,2014,2011
913,1492,2022,2020
1409,1285,2007,2004
1338,3,2011,2010
3083,1506,2021,2019
1240,1487,2018,2009
1487,1574,2009,2000
4158,4988,2015,2007
4672,1530,2015,2003
3607,1769,2020,2001
4687,3848,2023,2022
725,4942,2023,2022
1570,3098,2014,2014
4027,2626,2021,2019
3553,535,2021,2006
2827,3727,2013,2003
1160,1817,2015,2013
3882,2840,2016,2003
2926,4685,2016,2000
3882,1094,2016,2007
2972,2732,2013,2008
1715,4561,2012,2001
3640,183,2009,2000
796,1923,2020,2002
374,2666,2016,2007
3200,1464,2020,2009
4581,1622,2020,2016
4764,3023,2013,2008
3725,2569,2014,2004
1157,150,2011,2004
1050,1921,2021,2005
4532,4784,2022,2008
1524,239,2022,2019
2363,1028,2012,2008
2941,2272,2019,2012
3858,4793,2017,2002
3498,852,2012,2002
1509,2075,2017,2008
1173,4270,2008,2004
819,1686,2016,2000
3765,2375,2023,2008
2239,3395,2014,2005
2138,1673,2011,2002
913,2404,2022,2007
4293,4075,2007,2003
3752,1999,2021,2002
3758,111,2020,2019
724,1151,2009,2007
1766,4529,2022,2014
3828,4913,2022,2017
1898,1746,2011,2000
3287,4154,2019,2010
383,3430,2022,2004
1251,2480,2018,2009
1584,1534,2004,2000
4473,2434,2009,2000
4391,1689,2021,2012
756,818,2003,2003
1118,910,2014,2002
2667,4230,2022,2012
2677,3570,2019,2009
1091,2648,2002,2001
4262,4885,2012,2010
3994,1737,2021,2003
2436,1723,2019,2012
822,4270,2009,2004
3352,876,2022,2014
3161,4648,2022,2019
1318,1507,2017,2006
3049,4618,2020,2018
1086,2573,2018,2003
1247,4392,2018,2016
1561,4948,2019,2001
3593,1580,2023,2016
2725,492,2010,2000
1721,3521,2001,2000
1121,1632,2023,2012
1510,4753,2009,2000
3682,1589,2019,2019
1766,3678,2022,2021
849,647,2007,2002
2194,3417,2016,2010
4225,4808,2021,2007
4705,2905,2020,2016
587,128,2020,2002
1590,2511,2013,2000
1280,4150,2023,2005
2447,1022,2019,2001
732,864,2021,2000
784,3175,2017,2004
1462,3903,2016,2003
3527,2649,2016,2007
4363,1030,2022,2014
1986,1726,2004,2005
4009,1164,2009,2004
349,4459,2023,2018
598,780,2012,2001
4073,1260,2012,2003
2376,2450,2006,2003
740,3326,2016,2015
1531,17,2002,2002
4562,4544,2023,2001
1664,2623,2015,2007
3193,4274,2021,2001
1435,688,2010,2002
245,264,2006,2001
2941,675,2019,2002
242,1277,2002,2000
529,2811,2016,2009
2409,1521,2012,2010
729,771,2022,2012
4833,1742,2022,2021
652,3627,2007,2003
2657,3155,2012,2010
4338,534,2020,2008
4796,1932,2014,2011
1688,2527,2008,2003
2052,1199,2011,2008
548,2163,2023,2010
1109,2495,2021,2014
685,1926,2020,2013
2712,2019,2022,2006
4011,2366,2012,2007
1836,1270,2005,2001
2556,4854,2020,2001
4126,4774,2004,2000
3530,4832,2013,2013
1540,1988,2022,2018
4406,3879,2023,2011
414,3661,2010,2003
2894,417,2016,2007
818,4443,2003,2010
4963,4974,2016,2002
4881,3838,2010,2008
649,155,2012,2010
3846,2623,2016,2007
124,17,2002,2002
3399,2632,2022,2022
3173,4228,2019,2011
3738,2840,2016,2003
3275,4661,2013,2010
164,3628,2015,2015
3846,2528,2016,2014
3382,3242,2023,2020
1513,214,2013,2001
4895,2459,2018,2008
2463,1182,2019,2003
2152,3743,2017,2002
4615,1276,2016,2007
3941,4694,2011,2008
2961,1304,2019,2013
3874,3123,2017,2013
3182,1576,2018,2013
4930,3987,2012,2002
3603,164,2015,2015
2647,2589,2022,2020
4821,3512,2018,2002
2786,4969,2023,2008
556,1237,2006,2000
4094,2564,2014,2003
2144,2132,2018,2017
3523,2317,2012,2003
2571,2896,2019,2000
3766,637,2014,2003
3673,4422,2007,2005
147,345,2016,2005
220,3227,2022,2006
2316,3719,2018,2016
4312,3915,2013,2004
2322,2840,2004,2003
2292,3653,2022,2018
1478,3399,2015,2022
2548,4151,2017,2007
3121,2270,2007,2007
3912,1605,2023,2009
2026,2327,2002,2001
3158,3437,2015,2006
900,2033,2006,2003
2431,1793,2007,2004
609,4504,2014,2011
2359,1574,2003,2000
3881,4876,2014,2006
4830,4133,2010,2000
889,2693,2023,2007
4132,4789,2021,2016
2034,684,2012,2000
2325,1686,2002,2000
1919,4045,2015,2008
322,3726,2021,2014
2776,1934,2014,2012
360,2481,2017,2005
1667,2187,2012,2011
1841,2533,2020,2013
4332,1043,2020,2008
4847,2460,2002,2000
2519,1890,2007,2007
1092,3806,2006,2001
940,4461,2018,2000
1008,173,2010,2000
4633,1330,2017,2011
1473,3487,2020,2011
2988,1076,2017,2000
976,3365,2014,2007
3882,2374,2016,2005
4909,4702,2010,2008
4601,2700,2021,2014
2147,1325,2020,2009
4392,4662,2016,2015
1734,3380,2021,2005
2552,4151,2022,2007
4147,872,2013,2012
4689,1364,2007,2003
2969,3529,2016,2016
4114,4387,2016,2008
614,3545,2016,2002
3332,3653,2020,2018
3548,4900,2008,2006
2861,2956,2016,2005
859,4190,2017,2015
1007,3550,2012,2007
1504,4581,2022,2020
3641,1107,2019,2019
3546,1161,2011,2003
2237,1765,2014,2010
722,2664,2014,2007
1753,303,2011,2003
1500,293,2018,2015
3994,2724,2021,2001
2138,1299,2011,2003
1789,2027,2023,2004
3658,3029,2019,2006
4814,2373,2017,2000
4942,2809,2022,2001
533,1627,2018,2016
1990,609,2021,2014
48,518,2017,2009
1160,2455,2015,2001
1718,1786,2008,2002
2663,2974,2020,2020
4918,991,2021,2005
638,4682,2003,2002
4088,3735,2022,2012
3503,4594,2021,2001
2231,2308,2012,2003
174,3094,2019,2000
1635,3851,2008,2003
452,742,2015,2000
1951,3439,2021,2008
451,4321,2021,2007
2097,1133,2007,2007
528,497,2022,2015
4334,103,2019,2018
1293,2359,2023,2003
2964,4421,2020,2005
4895,4956,2018,2007
2110,872,2015,2012
4677,2724,2018,2001
281,4906,2023,2012
971,1821,2005,2002
739,3251,2021,2008
2879,254,2016,2010
4273,4681,2021,2013
3702,618,2018,2012
4929,3028,2008,2008
2685,1657,2018,2005
2999,4745,2010,2002
964,1209,2022,2010
4614,3176,2023,2023
342,4478,2011,2001
3293,517,2018,2007
2961,4226,2019,2004
3931,3791,2011,2007
2301,2953,2023,2000
3421,1716,2020,2013
2782,212,2021,2000
89,2694,2023,2009
510,1131,2018,2001
3412,4781,2005,2002
970,1432,2023,2010
4312,2289,2013,2009
3104,2755,2018,2012
4527,3899,2021,2008
1576,4438,2013,2003
2332,25,2021,2000
671,2298,2020,2008
2494,3561,2008,2006
3472,1542,2019,2009
4026,2004,2011,2009
3993,896,2021,2012
2098,2160,2016,2016
1749,3218,2017,2000
2115,2168,2017,2003
3714,4201,2022,2010
1215,4786,2019,2004
2974,4138,2020,2020
3755,695,2021,2007
551,2053,2002,2000
3542,3454,2011,2007
3579,2251,2004,2003
1531,2407,2002,2003
1527,3892,2014,2005
1268,1555,2018,2015
4648,2634,2019,2016
2675,4361,2016,2004
3703,1759,2015,2010
1674,2469,2023,2002
2891,1704,2012,2010
3034,4093,2023,2010
1625,1286,2017,2002
557,2571,2023,2019
2115,1384,2017,2009
2951,3536,2017,2002
3330,989,2013,2011
1430,117,2002,2001
1253,2491,2017,2006
1033,1223,2022,2017
4425,2053,2020,2000
793,1902,2022,2002
3151,920,2021,2011
2941,3929,2019,2000
740,3555,2016,2000
2773,2544,2014,2001
1967,850,2004,2004
3296,1739,2013,2003
3855,3238,2019,2005
3750,1413,2017,2006
1192,829,2014,2004
3325,4508,2014,2014
1502,3028,2008,2008
945,2885,2019,2011
80,802,2013,2005
3970,4891,2010,2000
4939,4911,2021,2013
2595,3400,2022,2012
3220,2374,2015,2005
3607,1101,2020,2006
1181,1630,2013,2002
2264,3497,2016,2010
2457,3745,2014,2012
3356,3808,2021,2018
4620,2923,2009,2002
4835,1654,2021,2001
361,3899,2009,2008
3161,2101,2022,2010
4094,4888,2014,2008
2652,129,2016,2000
4499,2163,2016,2010
3678,3613,2021,2002
1631,1207,2005,2001
4950,853,2008,2002
2996,3303,2014,2008
3277,2362,2022,2006
3050,3399,2004,2022
1834,3811,2003,2001
1814,355,2020,2019
1959,2,2021,2014
1759,3654,2010,2000
1749,1545,2017,2012
267,2374,2011,2005
386,2481,2023,2005
2193,1984,2016,2003
2256,2716,2014,2003
2998,3673,2023,2007
4883,2263,2014,2001
3409,3899,2023,2008
3821,1746,2012,2000
1206,3327,2017,2011
413,3218,2021,2000
1211,3054,2004,2001
2235,3752,2022,2021
3886,643,2016,2006
218,599,2022,2020
79,916,2007,2006
1496,2007,2014,2013
1290,3578,2007,2008
1313,2234,2020,2010
2663,2204,2020,2020
2898,3250,2019,2006
2921,2649,2009,2007
1529,1630,2016,2002
2009,3727,2022,2003
3350,3010,2007,2004
2425,2163,2022,2010
1697,1798,2004,2002
3904,1098,2017,2014
3537,210,2012,2004
3385,4522,2008,2006
690,3193,2022,2021
1292,4185,2002,2001
4377,146,2020,2006
4486,4276,2023,2012
4670,2142,2015,2000
1790,2080,2020,2020
962,763,2022,2018
53,4209,2014,2011
3763,3175,2023,2004
2052,3652,2011,2003
3677,3349,2003,2000
1409,2468,2007,2005
876,3770,2014,2007
3924,2573,2020,2003
1074,2777,2022,2018
3011,1490,2020,2016
3603,1356,2015,2001
3264,2689,2013,2010
1014,250,2009,2006
2127,2139,2022,2007
680,105,2008,2007
1422,1051,2021,2007
961,3572,2023,2002
4214,4544,2004,2001
1789,4345,2023,2006
4953,4917,2014,2007
629,1631,2015,2005
776,134,2007,2002
4005,1326,2020,2001
2811,3176,2009,2023
597,1396,2018,2018
3719,2206,2016,2008
